Average_Rating,Average_Difficulty,Number_of_Ratings,Received_Pepper,Proportion_Take_Again,Online_Ratings,Male,Female,Major_Field,University,State
4.4,3.6,7.0,0,100.0,1.0,0,0,Chemistry,Thompson Rivers University,BC
3.0,3.9,9.0,0,,3.0,1,1,Criminology,Missouri State University,MO
5.0,2.0,15.0,0,100.0,0.0,1,0,Public Policy  Administration,University of Arizona,AZ
4.4,3.0,10.0,0,,0.0,1,0,Political Science,University of Toronto at Mississauga,ON
4.7,3.2,6.0,0,,1.0,1,0,Aviation,Metropolitan State University of Denver,CO
1.9,3.8,18.0,0,40.0,0.0,0,1,English,CUNY Queens College,NY
4.3,3.3,19.0,1,75.0,1.0,1,0,English,North Idaho College,ID
3.4,3.0,7.0,0,,0.0,1,0,Biology,Tarrant County College (all),TX
3.6,3.1,20.0,0,56.0,0.0,0,0,Mathematics,Diablo Valley College,CA
2.8,3.5,11.0,0,,4.0,1,0,English,University of Illinois at Springfield,IL
2.7,4.1,13.0,0,25.0,0.0,1,0,History,University of Georgia,GA
5.0,1.6,7.0,1,,0.0,1,0,Physics,United States Naval Academy,MD
4.6,2.8,10.0,1,,0.0,1,0,Communication,Texas State University,TX
4.4,3.0,17.0,1,88.0,4.0,0,0,Biology,Eastfield College,TX
4.5,2.2,13.0,1,100.0,1.0,1,0,English,San Joaquin Delta College,CA
3.4,2.9,9.0,0,,4.0,0,1,Management,University of Massachusetts - Boston,MA
2.5,3.6,10.0,0,57.0,0.0,0,1,English,Houston Community College (all campuses),TX
2.8,4.5,6.0,0,,0.0,0,0,Chemistry,St. John Fisher College,NY
4.9,1.8,26.0,0,100.0,0.0,0,1,Literature,Georgia Southern University,GA
4.6,2.8,6.0,0,,0.0,1,0,English,Passaic County Community College,NJ
4.8,2.4,8.0,0,,1.0,0,1,English,Temple College,TX
4.2,3.0,13.0,1,71.0,1.0,0,0,Business,University of Wisconsin - Stout,WI
4.9,2.1,9.0,0,,0.0,1,0,Film,University of North Texas,TX
3.2,2.0,23.0,0,33.0,0.0,0,1,Education,University of Texas at San Antonio,TX
3.1,3.3,6.0,0,,0.0,1,0,Philosophy,Temple University,PA
4.7,2.1,10.0,1,,0.0,1,0,Economics,University of Idaho,ID
3.1,3.6,8.0,0,60.0,0.0,0,1,Business,Florida Atlantic University,FL
3.0,3.4,9.0,0,17.0,0.0,0,0,Chemistry,University of Idaho,ID
4.9,2.8,29.0,1,100.0,0.0,1,0,Anatomy  Physiology,Palm Beach State College (all campuses),FL
3.0,4.0,41.0,0,40.0,1.0,1,0,Chemistry,Texas A&M University at College Station,TX
4.3,2.5,7.0,0,,0.0,1,0,Mathematics,Texas A&M University at Corpus Christi,TX
3.0,4.1,8.0,0,,0.0,1,0,Marketing,Marshall University,WV
3.6,3.3,7.0,0,,0.0,0,0,Business,Central Michigan University,MI
4.1,2.7,25.0,0,67.0,4.0,0,0,Biology,Lone Star College (all),TX
3.7,2.1,8.0,0,,0.0,1,0,Journalism,William Paterson University,NJ
1.7,4.0,11.0,0,30.0,0.0,1,0,Chemistry,Sinclair Community College,OH
4.7,2.6,27.0,1,100.0,0.0,1,0,Mathematics,Northwest Vista College,TX
3.7,3.1,7.0,0,,0.0,0,1,Culinary Arts,Olivet Nazarene University,IL
3.9,2.4,7.0,0,,2.0,1,0,Business,Indiana State University,IN
2.5,3.6,11.0,0,22.0,0.0,1,1,Mathematics,Northwest Vista College,TX
1.1,4.2,9.0,0,,0.0,1,0,Anthropology,Illinois State University,IL
1.6,4.6,18.0,0,25.0,0.0,1,0,Mathematics,Pasco-Hernando State College (all campuses),FL
4.0,3.3,13.0,1,82.0,0.0,1,0,Sociology,Columbus State Community College,OH
4.5,2.9,8.0,0,100.0,0.0,1,0,Communication,University of Windsor,ON
4.8,2.1,7.0,1,,0.0,0,1,Health  Physical Education,Cleveland State University,OH
4.3,3.5,6.0,0,,0.0,0,1,History,Cleveland State University,OH
2.2,3.0,6.0,0,33.0,4.0,0,1,Child Development,Bakersfield College,CA
4.0,3.4,7.0,1,60.0,0.0,1,0,Economics,University of Lethbridge - Calgary,AB
4.7,2.3,7.0,1,,0.0,1,0,Mathematics,North Dakota State University,ND
2.8,2.7,10.0,0,50.0,0.0,1,0,Management,University of Lethbridge - Calgary,AB
4.3,2.2,10.0,0,60.0,0.0,1,0,History,El Camino College,CA
4.0,3.8,7.0,0,80.0,0.0,1,0,Physiology,University of Arizona,AZ
4.1,1.6,8.0,0,,0.0,1,0,Science,University of Ottawa,ON
1.6,5.0,7.0,0,,5.0,1,0,Mathematics,Grand Canyon University,AZ
1.7,4.1,9.0,0,17.0,0.0,0,1,English,University of British Columbia,BC
4.6,3.7,6.0,1,,0.0,0,0,Management,Rochester Institute of Technology,NY
3.9,3.3,6.0,0,,0.0,1,0,Business,Tulane University,LA
4.9,3.5,6.0,1,100.0,0.0,1,0,Chemistry,Georgia Gwinnett College,GA
3.2,3.8,6.0,0,60.0,0.0,0,1,Biology,Prince George's Community College,MD
2.8,3.5,6.0,0,,0.0,1,0,Economics,Case Western Reserve University,OH
4.6,3.1,24.0,1,100.0,0.0,0,0,English,Ocean County College,NJ
4.8,2.1,31.0,1,100.0,0.0,1,0,Business,Mount Saint Vincent University,NS
3.7,3.0,6.0,0,,0.0,0,0,Mathematics,Florida International University,FL
4.5,1.7,13.0,0,80.0,0.0,1,0,Mathematics,University of North Georgia - Oconee,GA
2.7,3.0,8.0,0,,0.0,0,1,Biology,Tompkins Cortland Community College,NY
3.8,3.5,6.0,0,,0.0,0,0,Chemistry,Miami Dade College (all),FL
2.0,3.7,12.0,0,,0.0,1,0,Health Science,University of Ottawa,ON
4.5,3.4,38.0,1,92.0,0.0,0,1,Biology,Collin College - Preston Ridge,TX
3.8,2.8,8.0,0,80.0,0.0,1,0,Media Studies,Belmont University,TN
3.8,2.8,6.0,0,,0.0,0,1,Biology,Bluegrass Community & Technical College,KY
5.0,3.6,9.0,1,100.0,0.0,0,0,Sociology & Anthropology,Carleton College,MN
3.5,2.9,10.0,1,,0.0,0,1,Sociology,Canisius College,NY
4.5,2.2,15.0,1,100.0,0.0,1,0,Journalism,University of Nevada- Reno,NV
1.8,4.4,14.0,0,33.0,0.0,1,0,Mathematics,James Madison University,VA
4.3,2.4,14.0,1,88.0,9.0,0,0,Philosophy,Tyler Junior College,TX
4.6,3.4,7.0,0,,0.0,0,0,Political Science,Roger Williams University,RI
5.0,2.2,7.0,1,,0.0,1,0,Law  Political Science,Middlesex County College,NJ
4.3,3.0,6.0,1,,0.0,1,0,Biology,Loyola University Chicago,IL
4.8,1.4,8.0,1,,0.0,0,1,Communication Studies,University of North Carolina at Charlotte,NC
3.9,3.8,6.0,0,,1.0,1,0,English,Blinn College,TX
4.8,3.3,14.0,1,100.0,0.0,0,1,Accounting,American University,DC
4.7,1.8,18.0,1,,1.0,1,0,Information Systems,University of North Carolina at Charlotte,NC
4.5,2.4,15.0,1,100.0,0.0,1,0,Philosophy,University of Southern Indiana,IN
4.8,1.9,22.0,1,,0.0,0,1,History,Miami Dade College (all),FL
3.4,3.7,7.0,0,,5.0,1,0,Biology,Rowan College at Burlington County,NJ
3.3,3.7,9.0,0,,0.0,1,0,Exercise  Sport Science,Rutgers - State University of New Jersey,NJ
4.2,2.0,6.0,0,,0.0,1,0,Spanish,Loyola University Chicago,IL
4.7,2.3,29.0,1,,1.0,1,0,Criminal Justice,Indiana State University,IN
1.7,4.2,6.0,0,,0.0,1,0,Accounting,University of Central Oklahoma,OK
2.4,3.2,6.0,0,,0.0,0,1,Anthropology,University of Oregon,OR
4.7,1.8,6.0,1,,0.0,0,1,Speech,Indiana University South Bend,IN
1.7,4.2,12.0,0,,0.0,1,0,Mathematics,College of DuPage,IL
2.7,3.4,10.0,0,,0.0,0,1,Biology,College of DuPage,IL
4.3,2.6,15.0,1,100.0,0.0,0,1,Finance,University of Alabama,AL
4.4,1.7,7.0,0,,0.0,0,0,Art,SUNY New Paltz,NY
2.2,3.7,6.0,1,,0.0,1,0,General Studies,Kean University (all campuses),NJ
2.7,4.6,10.0,0,,1.0,0,1,Chemistry,University of Arkansas,AR
4.5,2.7,6.0,1,,0.0,0,1,Biology,College of Staten Island (CUNY - Staten Island),NY
4.5,2.8,8.0,1,,0.0,0,0,Marketing,Ferris State University,MI
5.0,1.5,6.0,1,,0.0,1,0,Psychology,Cape Fear Community College,NC
4.4,3.0,7.0,0,,2.0,1,0,Digital Arts,University of Central Florida,FL
2.7,4.0,8.0,0,,0.0,0,0,Business,Centennial College,ON
3.8,3.3,6.0,0,,1.0,1,0,Foreign Languages,University of North Carolina at Charlotte,NC
5.0,1.3,6.0,0,,0.0,0,1,English,St. Ambrose University,IA
4.0,1.7,6.0,0,,0.0,1,0,English,George Brown College,ON
3.0,3.7,6.0,0,,0.0,1,1,Journalism,Texas A&M University-San Antonio,TX
3.6,2.6,9.0,0,,0.0,0,1,Chemistry,University of New Hampshire (all campuses),NH
4.1,2.7,16.0,0,100.0,0.0,1,0,Government,Lone Star College (all),TX
4.7,1.1,7.0,0,,0.0,1,0,Marketing,University of Dayton,OH
4.7,3.0,8.0,1,100.0,0.0,0,1,Mathematics,Elgin Community College,IL
4.0,2.9,8.0,0,,0.0,1,0,Education,University of Arkansas,AR
5.0,2.5,11.0,0,100.0,1.0,0,1,Spanish,University of Southern California,CA
3.4,3.8,6.0,1,,0.0,1,0,Computer Science,University of North Carolina at Chapel Hill,NC
4.8,2.2,6.0,0,,0.0,1,0,Computer Science,Duke University,NC
4.8,3.2,6.0,1,,0.0,1,0,Mathematics,Community College of Allegheny County,PA
4.3,3.4,31.0,1,93.0,0.0,0,1,Biology,Towson University,MD
4.7,1.7,13.0,1,100.0,0.0,1,0,International Business,Seneca College of Applied Arts and Technology-ALL,ON
2.4,3.5,6.0,0,,0.0,0,0,Physics,University of Texas at Dallas,TX
4.5,2.3,13.0,1,100.0,0.0,1,0,Science,Florida State University,FL
1.4,4.3,14.0,0,13.0,3.0,1,0,Business,Marist College,NY
3.2,3.1,8.0,0,67.0,0.0,0,0,Statistics,Wayne State University,MI
4.0,2.3,7.0,1,,0.0,1,0,Economics,Troy University,AL
4.0,3.6,22.0,1,83.0,0.0,1,0,Electrical Engineering,Florida Institute of Technology,FL
3.1,3.5,6.0,0,,1.0,0,1,Business,St. Petersburg College (all campuses),FL
3.7,2.0,7.0,1,,0.0,0,1,Art History,Texas Woman's University,TX
4.6,2.2,6.0,1,,0.0,0,1,Sociology,University of Hawaii,HI
3.8,2.6,36.0,0,92.0,0.0,0,0,Mathematics,Broward College (all campuses),FL
5.0,3.9,25.0,1,100.0,1.0,1,0,History,Florida Atlantic University,FL
4.4,2.7,6.0,1,,1.0,1,0,Music,Houston Community College (all campuses),TX
3.0,3.5,8.0,0,,5.0,1,0,Health Science,California State University Fresno,CA
4.8,2.7,6.0,0,,0.0,0,0,Education,Wayne State University,MI
4.6,1.4,7.0,1,,0.0,1,0,Speech,Queensborough Community College,NY
3.5,3.5,8.0,1,,2.0,0,1,Marketing,University of Central Florida,FL
3.8,2.3,14.0,1,88.0,0.0,1,0,Science,University of Texas at Austin,TX
4.3,2.1,8.0,0,,0.0,0,1,English,University of North Carolina Wilmington,NC
2.0,3.8,12.0,0,,0.0,0,0,Science,University of North Carolina Wilmington,NC
2.0,3.1,15.0,0,50.0,3.0,0,1,Communication,Auburn University,AL
1.5,4.2,14.0,0,40.0,0.0,0,1,English,University of Delaware,DE
1.4,4.7,7.0,0,,0.0,0,0,Computer Science,"University of Maryland, Baltimore County",MD
5.0,1.3,6.0,1,,0.0,1,0,English,Nicholls State University,LA
4.0,3.3,6.0,1,,0.0,1,0,Pacific  Asian Studies,University of Hawaii,HI
2.0,4.3,6.0,0,,0.0,0,1,Political Science,University of Alabama,AL
3.5,2.5,19.0,1,71.0,0.0,0,0,Psychology,Paradise Valley Community College,AZ
4.7,3.3,6.0,1,,0.0,0,0,Engineering,University of Hawaii,HI
4.3,3.0,6.0,0,,0.0,0,1,Psychology,Kennesaw State University,GA
3.4,3.1,7.0,1,,0.0,1,0,History,Collin College,TX
3.3,2.5,6.0,0,,0.0,0,1,English,El Paso Community College,TX
4.8,1.7,13.0,1,,0.0,0,1,Political Science,California State University Bakersfield (CSUB),CA
4.2,2.6,8.0,1,67.0,0.0,0,1,Health Science,Austin Community College,TX
4.9,1.9,41.0,1,100.0,0.0,0,0,Computer Science,University of Waterloo,ON
3.6,3.3,33.0,0,63.0,0.0,1,0,Chemistry,Wake Technical Community College,NC
5.0,2.0,10.0,1,,0.0,1,0,Allied Health,Nassau Community College,NY
4.1,2.3,7.0,0,,0.0,0,1,Psychology,University of Wisconsin - Milwaukee,WI
4.8,3.1,14.0,1,100.0,0.0,1,0,History,Ball State University,IN
3.9,2.6,8.0,0,,0.0,1,0,Accounting,University of Kentucky,KY
3.7,2.8,16.0,1,75.0,0.0,0,1,Mathematics,Illinois Central College,IL
4.2,2.0,7.0,1,,0.0,1,0,Psychology,Auburn University,AL
2.5,3.5,7.0,1,,0.0,0,1,Women's Studies,The University of Western Ontario,ON
3.2,4.4,15.0,0,58.0,0.0,0,0,Social Work,St. Cloud State University,MN
4.6,1.7,11.0,0,,0.0,1,0,Communication,Miami Dade College (all),FL
4.0,3.7,8.0,1,,0.0,1,0,English,Washington University in St. Louis,MO
4.3,3.2,18.0,1,90.0,2.0,0,1,Mathematics,Lanier Technical College,GA
2.6,4.0,6.0,0,,0.0,1,0,Engineering,New York City College of Technology,NY
2.8,3.9,15.0,0,22.0,0.0,0,1,Mathematics,University Of Illinois at Urbana-Champaign,IL
3.1,3.2,15.0,0,57.0,0.0,0,1,Economics,"HACC, Central Pennsylvania's Community College",PA
3.4,2.3,7.0,0,,1.0,1,0,Computer Science,Arizona Western College,AZ
4.2,2.6,9.0,0,,3.0,0,0,Psychology,Walters State Community College,TN
4.2,3.2,43.0,1,74.0,8.0,0,1,Psychology,Golden West College,CA
4.0,2.9,21.0,0,64.0,0.0,0,1,Mathematics,Blinn College,TX
2.0,4.0,6.0,0,,0.0,0,0,Engineering,Manhattan College,NY
4.7,1.9,14.0,1,90.0,0.0,1,0,Philosophy,Florida International University,FL
4.4,3.4,9.0,1,,0.0,0,0,English,University of Northern Colorado,CO
4.8,1.8,10.0,1,,0.0,0,1,Social Science,University of Hawaii: Hawaii Community College,HI
4.7,2.4,9.0,0,88.0,0.0,1,0,English,California State University Long Beach,CA
1.8,4.5,22.0,0,,0.0,1,0,Mech.  Aerospace Engineering,University at Buffalo (SUNY Buffalo),NY
4.4,2.4,13.0,0,100.0,0.0,0,1,American Sign Language,College of the Canyons,CA
4.8,3.2,10.0,1,100.0,0.0,0,1,Biology,Macomb Community College (all campuses),MI
4.9,2.0,8.0,0,,0.0,1,1,Nursing,Miami Dade College (all),FL
3.2,2.8,12.0,0,,0.0,1,0,Music,Lock Haven University,PA
4.3,1.7,6.0,1,,0.0,0,0,Biomedical Engineering,University of South Carolina,SC
2.3,3.0,10.0,0,,0.0,1,0,Business,Emory University,GA
4.5,1.9,33.0,1,96.0,0.0,1,0,Psychology,George Mason University,VA
4.2,2.6,7.0,0,,0.0,1,0,Finance,University of Texas at Arlington,TX
3.8,3.5,21.0,1,77.0,0.0,0,1,Biology,Arizona Western College,AZ
1.9,2.4,7.0,0,,0.0,1,0,History,Baruch College,NY
3.7,2.2,7.0,0,,4.0,0,0,Human Services,Bakersfield College,CA
4.5,3.2,10.0,0,,2.0,0,0,Philosophy,San Jacinto College - North,TX
4.8,3.0,27.0,1,92.0,0.0,0,0,Engineering,Syracuse University,NY
3.2,4.0,22.0,0,60.0,0.0,1,0,Communication,University of Central Arkansas,AR
4.8,2.4,18.0,0,88.0,1.0,0,0,Science,University of Southern California,CA
4.8,1.8,6.0,0,,0.0,1,0,Criminal Justice,St. John's University,NY
4.8,1.9,30.0,1,95.0,3.0,0,1,Government,San Jacinto College South,TX
4.5,2.7,11.0,1,100.0,0.0,0,1,Mathematics,Pasadena City College,CA
3.8,3.8,24.0,1,62.0,0.0,0,1,Biological Sciences,Old Dominion University,VA
4.8,2.3,27.0,1,90.0,0.0,1,0,Business,Hudson County Community College,NJ
4.2,2.9,8.0,1,,0.0,0,1,Music,Stony Brook University (SUNY),NY
3.8,2.3,15.0,1,33.0,0.0,0,1,Urban Studies,CUNY Queens College,NY
3.5,2.9,14.0,0,,0.0,0,1,Communication,Eastern Florida State College-Titusville Campus,FL
4.5,2.5,14.0,0,100.0,0.0,0,1,Psychology,Austin Community College,TX
4.4,3.7,6.0,0,,0.0,0,1,Business,Texas A&M University at Corpus Christi,TX
1.8,4.0,9.0,0,,0.0,0,1,Biology,University of Rhode Island,RI
3.7,3.0,10.0,1,,2.0,1,0,Sociology,Idaho State University,ID
4.7,2.6,9.0,1,100.0,0.0,0,1,Business,Stony Brook University (SUNY),NY
4.0,1.9,10.0,0,75.0,0.0,1,0,Religion,Mississippi College,MS
1.7,3.8,13.0,0,9.0,1.0,0,0,Statistics,Broward College (all campuses),FL
4.3,2.5,8.0,1,,0.0,1,0,Human Resource Development,Oakland University,MI
3.6,3.7,19.0,0,54.0,0.0,1,1,Business,Texas Woman's University,TX
2.6,3.0,10.0,0,67.0,0.0,0,0,Art,Central Piedmont Community College,NC
3.4,3.0,7.0,0,,4.0,0,0,Marketing,University of Massachusetts,MA
4.2,2.0,10.0,1,,0.0,0,1,Communication,Queensborough Community College,NY
4.6,1.9,10.0,1,,0.0,1,1,Communication,California State University Fresno,CA
3.7,3.4,8.0,0,,0.0,1,0,Biology,Harold Washington College,IL
2.8,3.6,12.0,0,33.0,0.0,0,0,Mathematics,Florida Atlantic University,FL
4.3,2.7,18.0,0,83.0,0.0,1,0,Business,Bentley University,MA
4.3,2.5,8.0,1,,2.0,0,1,Social Work,Metropolitan State University of Denver,CO
3.3,3.3,6.0,0,,0.0,1,0,Mathematics,Northwest Vista College,TX
1.1,3.9,10.0,0,,0.0,0,0,English,CUNY Queens College,NY
4.3,1.8,6.0,0,,0.0,1,0,Social Work,Eastern Michigan University,MI
3.4,3.2,6.0,0,,0.0,0,1,Fine Arts,Longwood University,VA
4.3,2.0,15.0,0,,0.0,1,0,Law Enforcement,Western Illinois University,IL
3.0,4.0,34.0,0,60.0,0.0,0,1,Biology,Oakland Community College - Auburn Hills,MI
2.7,3.2,14.0,0,,0.0,0,0,Chemistry,Western New England University,MA
3.4,3.0,6.0,0,,0.0,0,1,Criminal Justice,Rowan College at Burlington County,NJ
4.0,3.6,13.0,1,100.0,0.0,0,0,Political Science,Northeastern University,MA
3.5,2.6,17.0,0,57.0,1.0,0,0,Business,Temple University,PA
4.8,2.5,6.0,1,,0.0,1,0,Sociology,Los Angeles Mission College,CA
3.1,2.5,6.0,0,,0.0,1,0,Mathematics,University of Wisconsin - River Falls,WI
3.4,3.0,6.0,0,80.0,0.0,0,0,Mathematics,Lamar University,TX
3.8,2.0,7.0,0,100.0,0.0,0,1,Political Science,Utah Valley University,UT
4.4,2.3,6.0,1,,0.0,0,1,English,University of New Mexico,NM
3.8,3.6,9.0,0,83.0,0.0,0,0,Chemistry,University of Texas Rio Grande Valley (all campuses),TX
4.6,2.4,7.0,1,,0.0,0,0,Political Science,Utah Valley University,UT
4.5,2.5,8.0,0,80.0,3.0,0,0,Criminal Justice,Grand Valley State University,MI
4.5,2.7,10.0,1,,0.0,1,0,International Studies,Central Connecticut State University,CT
4.3,2.5,16.0,0,73.0,0.0,1,0,Communication,Grand Valley State University,MI
3.5,3.3,9.0,1,,0.0,0,0,Mathematics,Brooklyn College,NY
3.9,1.8,10.0,0,,0.0,0,0,Information Science,University at Albany (SUNY Albany),NY
4.6,1.9,25.0,1,93.0,0.0,0,1,Psychology,Southeast Missouri State University,MO
4.2,2.5,8.0,0,,0.0,1,0,Science,Southern Methodist University,TX
3.1,3.7,6.0,0,,0.0,1,0,Psychology,University of North Carolina at Chapel Hill,NC
1.1,4.2,10.0,0,,0.0,0,1,Education,University of Kansas,KS
3.0,3.0,7.0,0,,6.0,0,0,Geography,University of Winnipeg,MB
4.8,2.0,10.0,1,,0.0,1,0,Humanities,Midlands Technical College,SC
3.9,2.0,8.0,0,,0.0,1,0,English,Auburn University,AL
2.9,2.8,7.0,0,,0.0,1,0,Physics,Houston Community College (all campuses),TX
4.7,2.2,6.0,1,,1.0,1,0,Criminal Justice,University of Texas at San Antonio,TX
2.3,4.6,7.0,0,20.0,0.0,0,1,Mathematics,Metropolitan Community College: Maple Woods,MO
3.8,3.0,13.0,0,80.0,0.0,0,1,English,University of St. Thomas,MN
3.5,2.8,12.0,0,67.0,0.0,1,0,Engineering,Rensselaer Polytechnic Institute,NY
3.1,3.7,10.0,1,,0.0,1,0,Electrical Engineering,University of Manitoba,MB
4.8,2.3,9.0,1,,0.0,0,1,Mathematics,Rensselaer Polytechnic Institute,NY
4.5,2.6,8.0,0,,0.0,1,0,Mathematics,Macomb Community College (all campuses),MI
4.0,2.1,9.0,1,,0.0,0,0,Sociology,University of Connecticut,CT
2.8,2.9,7.0,0,,0.0,1,0,Writing,Lewis University,IL
2.5,3.6,7.0,0,,1.0,1,1,Health Science,Pikes Peak Community College,CO
4.8,2.6,10.0,1,,0.0,1,0,Biology,Wake Technical Community College,NC
4.0,2.7,17.0,1,100.0,3.0,0,0,Mathematics,Florida Atlantic University,FL
2.5,3.1,8.0,0,43.0,0.0,0,0,Languages,Clemson University,SC
4.5,2.4,10.0,1,83.0,0.0,0,0,Political Science,University of Toronto at Mississauga,ON
3.5,2.8,9.0,0,80.0,0.0,0,0,Psychology,Oakland University,MI
4.7,3.3,8.0,1,,0.0,0,1,Biology,Idaho State University,ID
2.0,3.8,18.0,0,38.0,0.0,1,0,Engineering,Texas A&M University at College Station,TX
4.5,3.1,8.0,1,86.0,0.0,0,0,English,University of South Dakota,SD
2.7,3.7,7.0,0,,0.0,0,0,Physics,Brooklyn College,NY
4.8,3.4,7.0,1,,4.0,0,1,Management,Chapman University,CA
4.1,2.8,12.0,0,,0.0,1,0,Chemistry,Grand Canyon University,AZ
4.8,1.9,7.0,1,100.0,0.0,1,0,Sociology,Mt. San Jacinto College (all campuses),CA
1.7,3.9,14.0,0,,0.0,1,0,Chemistry,Texas A&M University at College Station,TX
4.2,2.5,6.0,1,,2.0,0,1,Communication,Weber State University,UT
2.8,3.8,6.0,1,,0.0,1,0,Mathematics,Spokane Community College,WA
4.8,2.8,13.0,1,100.0,1.0,0,0,Communication,Pikes Peak Community College,CO
2.8,3.6,16.0,0,57.0,7.0,0,1,English,Houston Community College (all campuses),TX
4.7,1.7,6.0,0,,5.0,0,1,Sociology,University of North Carolina at Charlotte,NC
4.5,2.3,10.0,1,,0.0,0,0,Mathematics,Centennial College,ON
4.0,3.1,8.0,0,,0.0,0,0,Social Work,Ryerson University,ON
4.0,1.8,6.0,1,,0.0,1,0,English,St. Bonaventure University,NY
4.3,2.5,16.0,0,83.0,0.0,0,0,English,University of Georgia,GA
3.6,3.5,10.0,0,80.0,0.0,0,0,Biological Sciences,Los Medanos College,CA
5.0,1.2,6.0,1,,0.0,0,1,Food  Beverage Management,University of Nevada Las Vegas,NV
4.5,2.8,12.0,0,86.0,0.0,0,1,Management,Utah State University,UT
3.8,3.0,27.0,0,82.0,0.0,0,1,Economics,University of Regina,SK
4.3,2.1,7.0,1,,0.0,0,1,Psychology,Trident Technical College,SC
4.3,2.4,11.0,1,83.0,4.0,0,0,Public Health,University of South Florida,FL
4.0,3.6,12.0,1,,0.0,0,1,Communication,Pepperdine University,CA
4.7,2.2,10.0,0,,0.0,0,1,Chemistry,Leeward Community College,HI
3.5,3.9,11.0,1,80.0,0.0,0,1,Biology,University of Central Florida,FL
2.8,3.8,6.0,1,,0.0,1,0,Business,Washington and Lee University,VA
4.8,1.7,7.0,1,,0.0,0,0,Human Resources Management,Rutgers - State University of New Jersey,NJ
3.5,2.5,11.0,1,86.0,0.0,0,0,Education,Florida International University,FL
1.9,3.9,9.0,0,14.0,1.0,0,1,Political Science,William Paterson University,NJ
3.6,2.6,22.0,1,,0.0,1,0,Physics,University of South Florida,FL
4.1,3.0,7.0,1,,0.0,1,0,Biology,Suffolk County Community College,NY
5.0,3.0,8.0,1,,0.0,1,0,Physics,Washington University in St. Louis,MO
3.0,3.7,7.0,0,,0.0,0,0,English,Front Range Community College,CO
4.0,2.3,7.0,1,,0.0,1,0,Computer Science,University of Washington,WA
2.8,3.3,6.0,0,,0.0,0,0,Accounting,SUNY New Paltz,NY
2.4,4.8,8.0,0,,1.0,0,1,Art,University of Michigan,MI
4.4,2.4,17.0,1,100.0,0.0,0,1,Anthropology,Sacramento City College,CA
4.2,1.7,12.0,0,100.0,0.0,1,0,English,SUNY Oneonta,NY
4.3,3.5,20.0,1,100.0,0.0,1,0,Chemistry,Merritt College,CA
4.5,1.4,11.0,1,,0.0,1,0,Statistics,University Of Illinois at Urbana-Champaign,IL
4.3,3.5,11.0,1,100.0,1.0,0,0,Biology,Moorpark College,CA
2.9,3.1,10.0,0,,0.0,0,1,Honors,University of Houston,TX
5.0,2.4,8.0,0,100.0,0.0,0,1,Microbio.  Molecular Genetics,Oklahoma State University,OK
4.8,1.9,22.0,1,100.0,0.0,0,1,Psychology,University of Wisconsin - Milwaukee,WI
4.6,2.6,10.0,1,60.0,0.0,0,1,Mathematics,MiraCosta College (all),CA
3.8,2.3,11.0,0,100.0,1.0,1,0,Music Business,Belmont University,TN
3.3,3.8,9.0,0,,0.0,1,0,Political Science,University of Calgary,AB
3.1,3.9,7.0,0,,0.0,1,0,Mathematics,Borough of Manhattan Community College,NY
4.0,3.0,7.0,0,,0.0,0,0,Biomedical Engineering,University of Miami,FL
4.3,2.7,8.0,0,,0.0,0,1,Biology,Chapman University,CA
4.6,3.3,6.0,1,,0.0,1,0,Biology,Saint Francis University,PA
5.0,2.4,16.0,1,100.0,0.0,1,0,English,Bristol Community College (all campuses),MA
3.7,3.1,8.0,1,,2.0,0,0,Psychology,University of Idaho,ID
4.5,2.2,10.0,1,100.0,0.0,0,1,English,St. Clair County Community College,MI
4.7,3.3,6.0,1,,0.0,0,1,Communication,Simon Fraser University,BC
3.0,3.7,6.0,0,,0.0,1,0,History,CUNY Queens College,NY
3.6,2.7,7.0,0,80.0,0.0,0,0,Political Science,Rutgers - State University of New Jersey,NJ
1.5,4.3,8.0,0,14.0,0.0,0,1,Nursing,Florida State College at Jacksonville,FL
3.5,2.7,6.0,0,,1.0,0,1,English,University of North Carolina at Greensboro,NC
2.9,3.4,7.0,0,60.0,6.0,0,1,Information Science,Saddleback College,CA
3.0,3.8,19.0,1,75.0,1.0,0,0,Accounting,York University (all campuses),ON
4.5,2.2,11.0,1,100.0,0.0,1,0,Mathematics,University of Texas at Dallas,TX
4.5,1.7,27.0,1,100.0,1.0,0,0,Information Science,South Plains College,TX
4.1,2.5,45.0,0,58.0,0.0,0,0,Computer Science  Engineering,Centennial College,ON
4.3,3.3,6.0,1,,0.0,1,0,Psychology,Auburn University at Montgomery,AL
